M_1	M_2	M_3	WT_1	WT_2	WT_3
AT1G01620	457.87860661456	327.641667228639	594.878857424504	74.6253487988482	137.529817130953	128.005282318368
AT1G01630	44.3016662143672	41.3036493127727	49.7879535482818	32.7529499891674	34.7332956529702	34.5960222482077
AT1G01640	0.568334396592267	3.77924370739841	1.37938397180289	0.51377176453596	0.730919521316712	0.988457778520219
AT1G01650	32.4234773255888	58.350450716357	31.8039096894931	160.874783770322	90.926388451799	132.268006488237
AT1G01660	1.64816975011757	0.455653496636688	0.650652816888157	0.64221470566995	0.438551712790027	1.66802250125287
AT1G01670	1.76183662943603	1.04532272757828	1.04104450702105	0.89910058793793	1.22794479581208	1.01934708409898
AT1G01680	1.87550350875448	3.29678706390074	1.24925340842526	0.577993235102955	0.204657465968679	0.803121945047678
AT1G01690	4.60350861239736	2.49269265807129	2.42042847882394	0.738546911520442	0.96481376813806	0.556007500417623
AT1G01695	0.198917038807293	0.107212587443926	0.182182788728684	0.0963322058504925	0.438551712790027	0.154446527893784
AT1G01700	1.87550350875448	2.73392097982012	1.43143619715395	6.00470749801403	6.11048719820772	5.8689680599638
AT1G01710	30.576390536664	40.4459486132213	27.2753660839515	31.5969635189615	28.5935716739098	31.630648912647
AT1G01715	1.76183662943603	1.82261398654675	1.5875928732071	1.63764749945837	1.52031260433876	1.29735083430779
AT1G01720	19.0960357255002	29.6978867219676	28.6287239430789	144.080869217053	69.144986716561	207.699690711561
AT1G01725	4.12042437529394	5.57505454708418	6.06408425339762	6.13315043914802	6.16896075991305	7.6605477835317
AT1G01730	13.9241927165105	22.2466118946147	13.6897352673268	7.80290867388989	8.80027103665322	9.85368847962344
AT1G01740	5.34234332796731	7.12963706502111	5.75177090129131	2.18352999927783	2.6020734958875	2.96537333556066
AT1G01750	1.2787523923326	0.804094405829449	1.14514895772316	0.417439558685467	1.37412870007542	0.463339583681353
AT1G01760	3.38158965972399	3.13596818273485	2.83684628163236	1.18809720548941	2.42665281077149	2.03869416819795
AT1G01770	22.1366247472688	25.3021706367666	26.260347689606	10.1791030848687	16.9280961136951	13.467737232338
AT1G01780	7.16101339706256	7.34406223990896	8.48451273222157	2.92207691079827	4.2685700044896	4.9422888926011
AT1G01790	135.26358638896	125.06348325334	140.020486194331	204.063722726627	156.387540780924	189.907450698197
AT1G01800	41.8294115891908	47.9240265874351	42.4225636611078	38.275996457929	41.0776770979992	40.8974405862741
AT1G01810	0.4262507974442	0.107212587443926	0.20820890140421	0.38532882340197	0.175420685116011	0.247114444630055
AT1G01820	42.7387466237385	64.2471430257729	54.498679942552	31.564852783678	32.277406061346	38.8896357236549
AT1G01830	22.5912922645426	33.7183587511149	23.0070836051652	4.75238882195763	5.11643664921699	8.95789861783949
AT1G01840	3.46683981921283	2.19785804260049	4.00802135203105	0.674325440953447	2.33894246821348	1.42090805662282
AT1G01860	13.299024880259	11.5521562970831	14.4184664222416	3.98173117515369	9.03416528347456	6.57942208827521
AT1G01870	0	0	0	0	0	0
AT1G01880	2.33017102602829	0.83089755269043	1.97798456334	0.449550293968965	0.555498836200701	0.339782361366325
AT1G01890	0	0.0268031468609816	0	0	0	0
AT1G01900	4.17725781495316	2.0370391614346	3.14915963373868	1.76609044059236	5.17491021092232	2.03869416819795
AT1G01910	43.2218308608419	43.5551136490951	43.8800259709373	31.500631313111	34.3239807210328	29.9317371058154
AT1G01920	21.1988729928916	15.2777937107595	13.6897352673268	7.99557308559088	12.1917376155628	7.19720819985035
AT1G01930	16.0554467037315	13.5623923116567	14.2362836335129	12.2984116135795	13.3319720688168	12.571947370554
AT1G01940	7.10417995740334	7.12963706502111	5.80382312664236	3.72484529288571	5.17491021092232	5.40562847628245
AT1G01950	17.8741167728268	11.686172031388	12.5966385349547	19.9407666110519	20.904298309658	23.8465439068003
AT1G01960	121.140476633642	140.502095845266	118.861256589129	66.8866615955253	82.9447472790205	69.9024985247268
AT1G01970	24.9782967302301	19.5394940616556	27.0931832952229	12.972737054533	25.1436315332949	15.4446527893784
AT1G01980	0.113666879318453	0.0268031468609816	0.104104450702105	0	0.058473561705337	0
AT1G01990	22.3071250662465	29.135020637887	26.9630527318452	19.4591055817995	16.9573328945477	19.6147090425106
AT1G02000	12.0486892077561	17.7168800751089	12.7007429856568	21.6747463163608	17.1035167988111	19.7691555704044
AT1G02010	9.88901850070545	9.00585734528982	9.57760946459367	4.04595264572068	6.46132856843974	5.46740708743996
AT1G02020	23.1312099413053	25.5165958116545	30.5806823937434	16.7618038179857	16.577254743463	16.4022212623199
AT1G02030	0.0568334396592267	0.107212587443926	0.0260261126755263	0.064221470566995	0.263131027674016	0
AT1G02040	0.113666879318453	0.187622028026871	0.130130563377631	0.0321107352834975	0.116947123410674	0.0617786111575137
AT1G02050	7.98509827212135	7.61209370851878	8.90093053502999	2.37619441097881	3.68383438743623	2.37847652956428
AT1G02060	10.6846866559346	9.48831398878749	7.44346822520052	3.53218088118472	3.59612404487822	3.42871291924201
AT1G02065	10.4857696171273	0.777291258968467	3.51352521119605	0.0321107352834975	0.058473561705337	0
AT1G02067	1.02300191386608	0.0536062937219632	0.338339464781842	0	0	0
AT1G02070	1.36400255182144	0.348440909192761	1.06707061969658	0	0	0
AT1G02080	108.097202231849	139.698001439436	109.465829913264	70.5151746825605	71.5131659656271	73.9798868611227
AT1G02090	20.6305385962993	19.030234271297	20.5866551263413	21.3215282282423	18.8577236499712	21.3753994604997
AT1G02100	25.4045475276743	29.7246898688286	22.3824569009526	19.426994846516	22.4538476948494	24.9894482132143
AT1G02110	42.8808302228865	26.8567531547036	30.7368390697965	13.4543980837854	21.3136132415953	17.1435645962101
AT1G02120	58.9362769266181	83.1969678564869	65.4816994916241	54.5561392466622	50.5796308751165	54.9829639301872
AT1G02130	24.6657128121044	25.6238083990984	28.2123061402705	14.1608342600224	20.992008652216	18.9042550141992
AT1G02140	68.6263783885162	73.9498821894483	72.2745148999365	56.0332330697031	54.8774376604588	53.3767200400918
AT1G02145	15.5723624666281	13.5891954585177	14.4444925349171	8.60567705597733	10.4375307644027	9.82279917404468
AT1G02150	139.526094363402	113.913374159172	135.075524785981	91.9972565872203	133.056589660494	91.092562151754
AT1G02160	15.0324447898655	16.4035258789207	17.0731299151452	10.7570963199717	14.2675490561022	12.5101687593965
AT1G02170	33.3612290799661	44.9488772858662	37.4515761400823	63.6755880671755	43.0073046342754	52.851601845253
AT1G02180	5.3139266081377	3.6452279730935	3.92994301400447	2.95418764608177	2.92367808526685	2.0078048626192
AT1G02190	2.04600382773216	0.214425174887853	0.494496140834999	0.0963322058504925	0.0877103425580055	0.308893055787569
AT1G02205	98.1513502914845	23.6671786782468	47.8099689849418	3.8211774987362	8.94645494091656	15.5373207061147
AT1G02210	0	0	0	0	0	0
AT1G02220	0.93775175437724	6.51316468721853	6.66268484493473	1.73397970530886	1.0232873298434	2.40936583514303
AT1G02230	1.07983535352531	0.643275524663559	1.483488422505	0.577993235102955	0.0877103425580055	0.339782361366325
AT1G02250	0	0	0	0.0321107352834975	0	0.0308893055787569
AT1G02260	22.5344588248834	20.450801054929	25.3754598586381	13.5186195543524	13.1565513837008	13.8384088992831
AT1G02270	17.3910325357234	15.3850062982035	15.5115631546137	72.5702617407043	44.7615114854355	54.3651778186121
AT1G02280	73.8266381173355	35.9966262342983	50.5166847031965	25.5280345503805	57.1871433478196	24.7114444630055
AT1G02290	9.97426866019429	7.23684965246504	8.45848661954604	1.09176499963891	2.36817924906615	1.01934708409898
AT1G02300	29.9796394202421	31.6009101490973	33.1052153232694	7.7386872033229	14.2967858369549	14.4561950108582
AT1G02305	57.7996081334335	96.9469821961705	81.4096804490462	39.6888688104029	31.400302635766	53.994506151667
AT1G02310	2.131253987221	7.39766853363093	3.98199523935552	0.834879117370935	0.321604589379353	2.03869416819795
AT1G02320	0	0	0	0.0321107352834975	0	0
AT1G02330	15.0892782295247	16.4571321726427	16.7608165630389	13.1332907309505	12.9518939177321	12.8808404263416
AT1G02335	2.33017102602829	1.76900769282479	2.52453292952605	1.60553676417487	0.847866644727386	1.17379361199276
AT1G02340	2.87008870279095	3.59162167937154	3.69570799992473	13.3901766132185	5.291857334333	31.3217558568595
AT1G02350	1.90392022858409	0.884503846412393	1.32733174645184	0.738546911520442	2.25123212565547	1.39001875104406
AT1G02360	3.29633950023515	6.59357412780148	3.30531630979184	13.0369585251	10.9637928197507	6.91920444964154
AT1G02370	7.41676387552908	5.60185769394516	7.83385991533341	1.63764749945837	2.36817924906615	1.42090805662282
AT1G02380	4.0351742158051	1.95662972085166	2.00401067601552	0.674325440953447	0.613972397906038	1.69891180683163
AT1G02390	3.80784045716819	8.95225105156786	7.96399047871104	25.624366756231	12.8641835751741	37.345170444717
AT1G02400	4.91609253052311	14.3932898643471	4.97098752102552	302.579458576397	114.92978553184	141.102347883761
AT1G02405	0.454667517273814	1.07212587443926	0.20820890140421	2.79363396966428	2.04657465968679	3.5831594471358
AT1G02410	13.299024880259	11.0428965067244	10.9830195490721	13.101179995667	12.9811306985848	14.5797522331732
AT1G02420	3.18267262091669	4.47612552578393	3.09710740838763	1.86242264644285	2.1342850022448	1.66802250125287
AT1G02430	1.22191895267337	1.17933846188319	1.01501839434553	0.866989852654432	0.935576987285392	0.401560972523839
AT1G02440	0.312583918125747	0.241228321748835	0.312313352106315	0.12844294113399	0	0.0926679167362706
AT1G02450	1.76183662943603	2.57310209865424	1.19720118307421	0.38532882340197	0.175420685116011	0
AT1G02460	0.880918314718014	2.19785804260049	1.0930967323721	0.610103970386452	1.19870801495941	0.741343333890165
AT1G02470	0.653584556081107	6.64718042152344	2.96697684501	0.25688588226798	0.058473561705337	0.247114444630055
AT1G02475	35.2083158688909	40.0975077040285	44.6087571258521	29.2207691079827	27.2194429738344	36.3258233606181
AT1G02480	0	0	0	0	0	0
AT1G02490	0	0	0	0	0.116947123410674	0
AT1G02500	266.719332320751	323.192344849716	214.090802868879	165.787726268698	161.357793525877	172.763886101987
AT1G02510	0	0	0	0	0	0
AT1G02520	0.653584556081107	1.92982657399068	0.494496140834999	0.64221470566995	0.555498836200701	1.20468291757152
AT1G02530	0.284167198296133	0.107212587443926	0.182182788728684	0.064221470566995	0	0
AT1G02540	0	0	0	0.0321107352834975	0.0292367808526685	0
AT1G02550	0.0284167198296133	0	0	0	0	0
AT1G02560	279.478439524247	358.813727027961	317.98704466958	242.179165508138	233.251037642589	270.899209925698
AT1G02570	0	0	0.0780783380265788	0	0	0.247114444630055
AT1G02575	0	0	0.0260261126755263	0	0	0
AT1G02580	0.08525015948884	0.428850349775706	0.312313352106315	0	0	0.0926679167362706
AT1G02590	0	0	0	0	0	0
AT1G02600	0	0	0.0520522253510526	0	0	0
AT1G02610	20.5737051566401	37.4976024585133	33.62573757678	6.55058999783349	8.59561357068454	14.1164126494919
AT1G02620	5.02975940984156	11.2841248284733	8.58861718292367	2.47252661682931	0.994050548990729	2.59470166861558
AT1G02630	0.93775175437724	0.750488112107485	0.91091394364342	0	0.0292367808526685	0
AT1G02640	145.720939286257	85.6628573676973	121.854259546814	1.86242264644285	9.18034918773791	3.64493805829331
AT1G02650	4.77400893137504	1.98343286771264	3.79981245062684	0.38532882340197	0.613972397906038	0.864900556205192
AT1G02660	142.651933544659	110.241343039217	119.563961631368	155.25540509571	161.796345238667	199.637581955506
AT1G02670	2.38700446568752	0.884503846412393	0.936940056318946	2.37619441097881	5.8473561705337	3.83027389176585
AT1G02680	10.0026853800239	12.1418255280247	10.8008367603434	7.22491543878693	7.89393083022049	7.35165472774413
AT1G02690	14.918777910547	5.01218846300356	7.91193825335999	1.2523186760564	3.18680911294087	1.23557222315027
AT1G02700	0.51150095693304	0.0536062937219632	0.312313352106315	0.545882499819457	0.292367808526685	1.11201500083525
AT1G02705	0.51150095693304	0.402047202914724	0.312313352106315	1.2523186760564	0.701682740464044	1.54446527893784
AT1G02710	0.397834077614587	0.294834615470798	0.234235014079737	1.05965426435542	0.58473561705337	1.142904306414
AT1G02720	12.9580242423037	5.03899160986454	9.26529611248736	7.96346235030738	14.7353375497449	8.46366972857938
AT1G02730	43.2502475806715	11.605762590805	24.6207025910479	2.40830514626231	4.12238610022626	1.69891180683163
AT1G02740	6.02434460387803	7.66570000224074	7.59962490125367	6.87169735066846	4.79483205983763	7.10454028311408
AT1G02750	5.68334396592267	5.86988916255497	6.81884152098789	2.95418764608177	4.8240688406903	4.91139958702234
AT1G02760	0	0	0	0	0	0
AT1G02770	0.17050031897768	0.723684965246504	1.0930967323721	0.192664411700985	0	0.278003750208812
AT1G02780	430.285971660005	323.862423521241	323.088162753983	204.224276403044	295.437670516215	180.269987357625
AT1G02790	0	0	0	0	0	0
AT1G02800	7.55884747467715	1.12573216816123	3.59160354922263	0	0.643209178758707	0
AT1G02810	0.994585194036467	0.214425174887853	0.104104450702105	0.192664411700985	0.935576987285392	0.247114444630055
AT1G02813	0	0.0268031468609816	0	0	0	0.154446527893784
AT1G02816	15.5723624666281	17.529258047082	12.7527952110079	7.44969058577142	6.72445959611375	15.7226565395872
AT1G02820	1.98917038807293	3.59162167937154	4.39841304216394	3.53218088118472	1.98810109798146	3.52138083597828
AT1G02830	0	0	0.0780783380265788	0.064221470566995	0	0
AT1G02840	129.3529086644	111.179453179352	120.813215039793	83.584243942944	96.8906917457434	76.5128099185807
AT1G02850	10.6278532162754	20.6652262298168	15.6416937179913	10.8534285258222	4.97025274495364	14.6724201499095
AT1G02860	11.4803548111638	22.3270213351977	18.79085335173	15.1562670538108	12.0455537112994	16.0315495953748
AT1G02870	15.0324447898655	11.9810066468588	11.9720118307421	6.10103970386452	8.15706185789451	4.63339583681353
AT1G02880	11.3666879318453	12.1954318217466	10.5405756335881	9.37633470278127	8.39095610471586	11.7070468143488
AT1G02890	63.8807861769708	81.0527161076084	71.7019404210749	77.065764680394	62.6836581481213	76.8525922799471
AT1G02900	1.36400255182144	4.98538531614258	1.35335785912737	3.91750970458669	3.09909877038286	3.89205250292336
AT1G02910	49.757676421653	41.2768461659117	49.6057707595531	44.5697005734945	53.707966426352	51.9249226778903
AT1G02920	33.0770618816699	229.461740276864	102.725066730302	119.162938637059	36.8383438743623	84.7602545081088
AT1G02930	88.8874996270306	218.097206007807	99.3937243078349	251.523389475636	96.8906917457434	185.057829722332
AT1G02940	0.710417995740334	0.375244056053743	0.598600591537105	0.224775146984482	0.116947123410674	0.0308893055787569
AT1G02950	1.05141863369569	1.39376363677104	1.50951453518052	2.08719779342734	1.5787861660441	1.42090805662282
AT1G02952	0.397834077614587	0.67007867152454	1.01501839434553	1.05965426435542	0.818629863874718	0.895789861783949
AT1G02960	18.6982016478856	16.2963132914768	16.6827382250123	9.76166352618324	15.700151317883	11.5834895920338
AT1G02965	0	0	0.0260261126755263	0	0	0
AT1G02970	2.92692214245017	1.04532272757828	1.71772343658473	0.610103970386452	0.497025274495364	0.803121945047678
AT1G02980	0.0568334396592267	0	0.0260261126755263	0	0	0.123557222315027
AT1G02990	20.2327045186847	23.5063597970809	19.6236889573468	22.1242966103298	19.2378018010559	21.4989566828148
AT1G03000	31.3436419720635	35.4069570033567	30.3464473796636	19.55543778765	25.4944729035269	24.5878872406905
AT1G03010	3.58050669853128	3.00195244842994	3.09710740838763	0.12844294113399	0.643209178758707	0.185335833472541
AT1G03020	0	0	0.0520522253510526	1.34865088190689	0.760156302169381	0.679564722732651
AT1G03030	13.4695251992367	9.24708566703866	9.1091394364342	8.63778779126083	9.96974227075996	9.2359023680483
AT1G03040	23.2448768206237	27.4732255325062	22.252326337575	18.720558670279	16.3433604966417	18.7806977918842
AT1G03050	0.284167198296133	0.134015734304908	0.312313352106315	0.224775146984482	0.233894246821348	0.308893055787569
AT1G03055	2.87008870279095	0.964913286995338	2.75876794360579	3.7890667634527	2.66054705759283	4.35539208660472
AT1G03060	43.0513305418642	72.0736619091796	48.3044651257768	73.9189126226112	63.3853408885853	54.7049601799784
AT1G03070	0.312583918125747	0.375244056053743	0.468470028159473	0.160553676417487	0.38007815108469	0.617786111575137
AT1G03080	77.5776451348444	159.559133263424	77.0372935195578	233.734042128578	164.047577364323	218.232943913917
AT1G03090	114.178380275386	77.4342912813759	86.1984851813431	29.6060979313847	85.108269062118	58.6279019884805
AT1G03100	6.05276132370764	5.36062937219632	4.21623025343526	1.41287235247389	4.09314931937359	1.69891180683163
AT1G03103	0	0	0	0	0	0
AT1G03106	0	0.268031468609816	0	0.064221470566995	0	0
AT1G03110	6.393761961663	5.28021993161338	5.59561422523815	2.88996617551477	4.61941137472162	3.3669343080845
AT1G03120	0.142083599148067	0.0804094405829449	0.0520522253510526	0.064221470566995	0.058473561705337	0.0617786111575137
AT1G03130	1167.21676700137	857.271849201636	1144.81061825837	886.224183089247	1137.48619585392	1028.64476507818
AT1G03140	59.8456119611657	74.4859451266679	68.0322585338257	38.853989693032	40.6391253852092	45.9632867011902
AT1G03150	11.1961876128677	15.0901716827327	13.7157613800024	9.89010646731723	9.0049285026219	12.2939436203452
AT1G03160	70.8144658153965	73.1189846367579	72.0663059985323	74.8501239458326	71.0161406911318	78.9839543648813
AT1G03165	0.284167198296133	0.107212587443926	0.390391690132894	0.64221470566995	0.467788493642696	0.648675417153894
AT1G03170	0.312583918125747	0.696881818385522	0.260261126755263	2.08719779342734	1.16947123410674	2.56381236303682
AT1G03180	2.47225462517636	1.52777937107595	1.14514895772316	0.577993235102955	1.31565513837008	0.957568472941463
AT1G03190	10.5994364964458	9.40790454820455	8.22425160546631	4.30283852798866	4.03467575766825	3.49049153039952
AT1G03200	0.59675111642188	1.07212587443926	0.780783380265789	0.577993235102955	0.321604589379353	0.525118194838867
AT1G03210	8.55343266871362	12.7851010526882	6.71473707028578	6.19737190971502	6.81216993867176	4.7260637535498
AT1G03220	198.746538488316	227.237079087402	271.426329093064	159.237136270864	114.549707380755	258.636155610931
AT1G03230	57.6291078144559	39.5882479136699	38.3624900837257	21.6747463163608	24.8512637247682	26.6883600200459
AT1G03240	0	0	0	0	0	0
AT1G03250	17.1636987770865	19.6199035022385	18.9730361404587	21.1288638165413	18.0975673478018	20.6649454321883
AT1G03260	7.27468027638102	7.18324335874307	6.76678929563683	7.06436176236945	7.68927336425181	6.20875042133013
AT1G03270	3.32475622006476	1.58138566479792	2.42042847882394	1.47709382304088	2.1342850022448	1.63713319567411
AT1G03280	32.0256432479742	34.978106653581	37.2954194640292	21.9637429339123	23.3894246821348	23.2287577952252
AT1G03290	30.0364728599013	47.1199321816057	35.7598788161731	24.8215983741436	16.2848869349364	26.1941311307858
AT1G03300	7.0189297979145	4.85136958183767	6.6366587322592	0.192664411700985	0.204657465968679	0.185335833472541
AT1G03310	45.637252046359	42.6438066558218	46.5086633511655	35.2575873412802	25.2313418758529	29.097725855189
AT1G03320	0	0.107212587443926	0.130130563377631	0.224775146984482	0.116947123410674	0
AT1G03325	0	0	0	0	0	0
AT1G03330	11.8213554491192	9.43470769506553	11.8158551546889	7.38546911520442	10.671425011224	8.06210875605554
AT1G03340	0.93775175437724	2.51949580493227	3.01902907036105	0.834879117370935	1.43260226178076	1.48268666778033
AT1G03350	34.7536483516171	44.6808458172564	39.2994301400447	39.1750970458669	32.2189324996407	32.0939884963284
AT1G03360	8.525015948884	4.18129091031313	5.69971867594026	2.11930852871083	2.48512637247682	0.803121945047678
AT1G03365	16.2259470227092	15.0097622421497	16.8909471264166	10.2433245554357	10.8176089154873	12.6337259817116
AT1G03370	53.7360171977988	68.8036779921398	54.5767582805786	141.993671423626	99.8143698310102	109.162805915327
AT1G03380	34.5831480326394	67.088276593037	54.4726538298765	23.6656119039377	24.4419487928309	32.9588890525336
AT1G03390	0.0568334396592267	0.0268031468609816	0	0.192664411700985	0.058473561705337	0.0617786111575137
AT1G03395	0	0	0	0.0963322058504925	0	0.0308893055787569
AT1G03400	35.4072329076982	48.8889398744305	55.2794633228178	40.4916371924903	22.5415580374074	36.4184912773543
AT1G03410	27.4221346355769	26.1062650425961	26.4945827036858	20.2939846991704	25.6114200269376	19.8000448759831
AT1G03430	12.8159406431556	13.3479671367688	11.5555940279337	16.0553676417487	14.0336548092809	15.5682100116935
AT1G03440	10.9120204145715	9.35429825448258	8.71874774630131	1.99086558757684	2.74825740015084	2.96537333556066
AT1G03445	0.0568334396592267	0.214425174887853	0.0520522253510526	0.064221470566995	0	0
AT1G03457	16.2543637425388	4.20809405717411	10.1501839434553	1.79820117587586	3.50841370232022	2.34758722398552
AT1G03470	9.23543394462434	2.94834615470798	5.67369256326473	0.610103970386452	0.994050548990729	1.60624389009536
AT1G03475	200.877792475537	160.899290606473	177.758349573845	146.585506569166	166.708124421916	131.001544959508
AT1G03490	0	0	0	0	0	0
AT1G03495	6.10959476336687	9.03266049215081	5.69971867594026	6.26159338028201	4.38551712790027	4.81873167028607
AT1G03502	0.17050031897768	0.0804094405829449	0.0520522253510526	0	0.0877103425580055	0.123557222315027
AT1G03506	0.142083599148067	0.16081888116589	0.20820890140421	0.064221470566995	0.0877103425580055	0.154446527893784
